"","id","submitted","updated","title","abstract","authors","affiliations","link_abstract","link_pdf","link_doi","comment","journal_ref","doi","primary_category","categories"
"131","1110.1012v1","2011-10-05 14:59:55","2011-10-05 14:59:55","Smooth blockwise iterative thresholding: a smooth fixed point estimator
  based on the likelihood's block gradient","  The proposed smooth blockwise iterative thresholding estimator (SBITE) is a
model selection technique defined as a fixed point reached by iterating a
likelihood gradient-based thresholding function. The smooth James-Stein
thresholding function has two regularization parameters $\lambda$ and $\nu$,
and a smoothness parameter $s$. It enjoys smoothness like ridge regression and
selects variables like lasso. Focusing on Gaussian regression, we show that
SBITE is uniquely defined, and that its Stein unbiased risk estimate is a
smooth function of $\lambda$ and $\nu$, for better selection of the two
regularization parameters. We perform a Monte-Carlo simulation to investigate
the predictive and oracle properties of this smooth version of adaptive lasso.
  The motivation is a gravitational wave burst detection problem from several
concomitant time series. A nonparametric wavelet-based estimator is developed
to combine information from all captors by block-thresholding multiresolution
coefficients. We study how the smoothness parameter $s$ tempers the erraticity
of the risk estimate, and derive a universal threshold, an information
criterion and an oracle inequality in this canonical setting.
","Sylvain Sardy","","http://arxiv.org/abs/1110.1012v1","http://arxiv.org/pdf/1110.1012v1","","","","","stat.ME","stat.ME"
"132","1111.0502v6","2011-11-02 13:51:30","2015-12-08 18:36:11","Evidence for two neutrino mass eigenstates from SN 1987A and the
  possibility of superluminal neutrinos","  This paper reports a new phenomenological analysis of the neutrino burst
detected from SN 1987 A, and it reveals the presence of two mass eigenstates.
The heavier mass eigenstate has $m_H=21.4 \pm 1.2 eV/c^2$, while the lighter
one has $m_L=4.0 \pm0.5 eV/c^2 $. It is not the first paper to make such a
claim, but it expands on a 1988 conditional analysis by Cowsik, and it attempts
to make the evidence more robust through an improved statistical analysis, and
through providing reasons why alternative explanations are unlikely. It also
shows how the result can be made consistent with existing smaller electron
neutrino mass limits with the existence of a third tachyonic (superluminal)
mass eigenstate.
","Robert Ehrlich","","http://arxiv.org/abs/1111.0502v6","http://arxiv.org/pdf/1111.0502v6","http://dx.doi.org/10.1016/j.astropartphys.2012.02.002","11 pages, 2 figures","Astropart. Phys., 35, 625-628 (2012)","10.1016/j.astropartphys.2012.02.002","astro-ph.HE","astro-ph.HE|hep-ph"
"133","1112.1637v1","2011-12-07 17:26:19","2011-12-07 17:26:19","Search for gravitational waves associated with the InterPlanetary
  Network short gamma ray bursts","  We outline the scientific motivation behind a search for gravitational waves
associated with short gamma ray bursts detected by the InterPlanetary Network
(IPN) during LIGO's fifth science run and Virgo's first science run. The IPN
localisation of short gamma ray bursts is limited to extended error boxes of
different shapes and sizes and a search on these error boxes poses a series of
challenges for data analysis. We will discuss these challenges and outline the
methods to optimise the search over these error boxes.
","V. Predoi|K. Hurley","for the LIGO Scientific Collaboration, and for the Virgo Collaboration|for IPN","http://arxiv.org/abs/1112.1637v1","http://arxiv.org/pdf/1112.1637v1","http://dx.doi.org/10.1088/1742-6596/363/1/012034","Methods paper; Proceedings for Eduardo Amaldi 9 Conference on
  Gravitational Waves, July 2011, Cardiff, UK","","10.1088/1742-6596/363/1/012034","gr-qc","gr-qc|astro-ph.HE"
"134","1202.3443v1","2012-02-15 21:01:41","2012-02-15 21:01:41","Average power density spectrum of Swift long gamma-ray bursts in the
  observer and in the source rest frames","  We calculate the average power density spectra (PDS) of 244 long gamma-ray
bursts detected with the Swift Burst Alert Telescope in the 15-150 keV band
from January 2005 to August 2011. For the first time we derived the average PDS
in the source rest frame of 97 GRBs with known redshift. For 49 of them an
average PDS was also obtained in a common source-frame energy band to account
for the dependence of time profiles on energy. Previous results obtained on
BATSE GRBs with unknown redshift showed that the average spectrum in the
25-2000 keV band could be modelled with a power-law with a 5/3 index over
nearly two decades of frequency with a break at ~1 Hz. Depending on the
normalisation and on the subset of GRBs considered, our results show analogous
to steeper slopes (between 1.7 and 2.0) of the power-law. However, no clear
evidence for the break at ~1 Hz was found, although the softer energy band of
BAT compared with BATSE might account for that. We instead find a break at
lower frequency corresponding to a typical source rest frame characteristic
time of a few seconds. We furthermore find no significant differences between
observer and source rest frames. Notably, no distinctive PDS features are found
for GRBs with different intrinsic properties of the prompt emission either.
Finally, the average PDS of GRBs at higher redshifts shows possibly shallower
power-law indices than that of low-z GRBs. It is not clear whether this is due
to an evolution with z of the average PDS.
","C. Guidorzi|R. Margutti|L. Amati|S. Campana|M. Orlandini|P. Romano|M. Stamatikos|G. Tagliaferri","","http://arxiv.org/abs/1202.3443v1","http://arxiv.org/pdf/1202.3443v1","http://dx.doi.org/10.1111/j.1365-2966.2012.20758.x","20 pages, 13 figures, accepted to MNRAS","","10.1111/j.1365-2966.2012.20758.x","astro-ph.HE","astro-ph.HE"
"135","1210.6841v2","2012-10-25 13:47:26","2013-01-09 12:05:03","Supernova Neutrino Light Curves and Spectra for Various Progenitor
  Stars: From Core Collapse to Proto-neutron Star Cooling","  We present a new series of supernova neutrino light curves and spectra
calculated by numerical simulations for a variety of progenitor stellar masses
(13-50Msolar) and metallicities (Z = 0.02 and 0.004), which would be useful for
a broad range of supernova neutrino studies, e.g., simulations of future
neutrino burst detection by underground detectors, or theoretical predictions
for the relic supernova neutrino background. To follow the evolution from the
onset of collapse to 20 s after the core bounce, we combine the results of
neutrino-radiation hydrodynamic simulations for the early phase and
quasi-static evolutionary calculations of neutrino diffusion for the late
phase, with different values of shock revival time as a parameter that should
depend on the still unknown explosion mechanism. We here describe the
calculation methods and basic results including the dependence on progenitor
models and the shock revival time. The neutrino data are publicly available
electronically.
","Ken'ichiro Nakazato|Kohsuke Sumiyoshi|Hideyuki Suzuki|Tomonori Totani|Hideyuki Umeda|Shoichi Yamada","","http://arxiv.org/abs/1210.6841v2","http://arxiv.org/pdf/1210.6841v2","http://dx.doi.org/10.1088/0067-0049/205/1/2","17 emulateapj pages, 20 figures, accepted for publication in ApJS.
  The supernova neutrino data computed in this study are available at
  http://asphwww.ph.noda.tus.ac.jp/snn/","Astrophys.J.Supp.205:2,2013","10.1088/0067-0049/205/1/2","astro-ph.HE","astro-ph.HE|astro-ph.SR|hep-ph"
"136","1301.2914v1","2013-01-14 10:30:32","2013-01-14 10:30:32","The average GeV-band Emission from Gamma-Ray Bursts","  We analyze the emission in the 0.3-30 GeV energy range of Gamma-Ray Bursts
detected with the Fermi Gamma-ray Space Telescope. We concentrate on bursts
that were previously only detected with the Gamma-Ray Burst Monitor in the keV
energy range. These bursts will then be compared to the bursts that were
individually detected with the Large Area Telescope at higher energies. To
estimate the emission of faint GRBs we use non-standard analysis methods and
sum over many GRBs to find an average signal which is significantly above
background level. We use a subsample of 99 GRBs listed in the Burst Catalog
from the first two years of observation. Although mostly not individually
detectable, the bursts not detected by the Large Area Telescope on average emit
a significant flux in the energy range from 0.3 GeV to 30 GeV, but their
cumulative energy fluence is only 8% of that of all GRBs. Likewise, the
GeV-to-MeV flux ratio is less and the GeV-band spectra are softer. We confirm
that the GeV-band emission lasts much longer than the emission found in the keV
energy range. The average allsky energy flux from GRBs in the GeV band is
6.4*10^-4 erg cm^-2 yr^-1 or only 4% of the energy flux of cosmic rays above
the ankle at 10^18.6 eV.
","Johannes Lange|Martin Pohl","","http://arxiv.org/abs/1301.2914v1","http://arxiv.org/pdf/1301.2914v1","http://dx.doi.org/10.1051/0004-6361/201220652","Astronomy and Astrophysics, version accepted for publication","","10.1051/0004-6361/201220652","astro-ph.HE","astro-ph.HE"
"137","1301.3740v2","2013-01-16 16:04:27","2013-08-05 13:35:50","IPN localizations of Konus short gamma-ray bursts","  Between the launch of the \textit{GGS Wind} spacecraft in 1994 November and
the end of 2010, the Konus-\textit{Wind} experiment detected 296 short-duration
gamma-ray bursts (including 23 bursts which can be classified as short bursts
with extended emission). During this period, the IPN consisted of up to eleven
spacecraft, and using triangulation, the localizations of 271 bursts were
obtained. We present the most comprehensive IPN localization data on these
events. The short burst detection rate, $\sim$18 per year, exceeds that of many
individual experiments.
","V. D. Pal'shin|K. Hurley|D. S. Svinkin|R. L. Aptekar|S. V. Golenetskii|D. D. Frederiks|E. P. Mazets|P. P. Oleynik|M. V. Ulanov|T. Cline|I. G. Mitrofanov|D. V. Golovin|A. S. Kozyrev|M. L. Litvak|A. B. Sanin|W. Boynton|C. Fellows|K. Harshman|J. Trombka|T. McClanahan|R. Starr|J. Goldsten|R. Gold|A. Rau|A. von Kienlin|V. Savchenko|D. M. Smith|W. Hajdas|S. D. Barthelmy|J. Cummings|N. Gehrels|H. Krimm|D. Palmer|K. Yamaoka|M. Ohno|Y. Fukazawa|Y. Hanabata|T. Takahashi|M. Tashiro|Y. Terada|T. Murakami|K. Makishima|M. S. Briggs|R. M. Kippen|C. Kouveliotou|C. Meegan|G. Fishman|V. Connaughton|M. Boer|C. Guidorzi|F. Frontera|E. Montanari|F. Rossi|M. Feroci|L. Amati|L. Nicastro|M. Orlandini|V. Connaughton|E. Del Monte|E. Costa|I. Donnarumma|Y. Evangelista|I. Lapshov|F. Lazzarotto|L. Pacciani|M. Rapisarda|P. Soffitta|G. Di Cocco|F. Fuschino|M. Galli|C. Labanti|M. Marisaldi|J. -L. Atteia|R. Vanderspek|G. Ricker","","http://arxiv.org/abs/1301.3740v2","http://arxiv.org/pdf/1301.3740v2","http://dx.doi.org/10.1088/0067-0049/207/2/38","Published version","ApJS, 207, 38 (2013)","10.1088/0067-0049/207/2/38","astro-ph.HE","astro-ph.HE"
"138","1301.4859v1","2013-01-21 13:25:24","2013-01-21 13:25:24","Anomalies in low-energy Gamma-Ray Burst spectra with the Fermi Gamma-Ray
  Burst Monitor","  A Band function has become the standard spectral function used to describe
the prompt emission spectra of gamma-ray bursts (GRBs). However, deviations
from this function have previously been observed in GRBs detected by BATSE and
in individual GRBs from the \textit{Fermi} era. We present a systematic and
rigorous search for spectral deviations from a Band function at low energies in
a sample of the first two years of high fluence, long bursts detected by the
\textit{Fermi} Gamma-Ray Burst Monitor (GBM). The sample contains 45 bursts
with a fluence greater than 2$\times10^{-5}$ erg / cm$^{2}$ (10 - 1000 keV). An
extrapolated fit method is used to search for low-energy spectral anomalies,
whereby a Band function is fit above a variable low-energy threshold and then
the best fit function is extrapolated to lower energy data. Deviations are
quantified by examining residuals derived from the extrapolated function and
the data and their significance is determined via comprehensive simulations
which account for the instrument response. This method was employed for both
time-integrated burst spectra and time-resolved bins defined by a signal to
noise ratio of 25 $\sigma$ and 50 $\sigma$. Significant deviations are evident
in 3 bursts (GRB\,081215A, GRB\,090424 and GRB\,090902B) in the time-integrated
sample ($\sim$ 7%) and 5 bursts (GRB\,090323, GRB\,090424, GRB\,090820,
GRB\,090902B and GRB\,090926A) in the time-resolved sample ($\sim$ 11%).} The
advantage of the systematic, blind search analysis is that it can demonstrate
the requirement for an additional spectral component without any prior
knowledge of the nature of that extra component. Deviations are found in a
large fraction of high fluence GRBs; fainter GRBs may not have sufficient
statistics for deviations to be found using this method.
","Dave Tierney|Sheila McBreen|Robert D. Preece|Gerard Fitzpatrick|Suzanne Foley|Sylvain Guiriec|Elisabetta Bissaldi|Michael S. Briggs|J. Michael Burgess|Valerie Connaughton|Adam Goldstein|Jochen Greiner|David Gruber|Chryssa Kouveliotou|Sinead McGlynn|William S. Paciesas|Veronique Pelassa|Andreas von Kienlin","","http://arxiv.org/abs/1301.4859v1","http://arxiv.org/pdf/1301.4859v1","http://dx.doi.org/10.1051/0004-6361/201220710","","","10.1051/0004-6361/201220710","astro-ph.HE","astro-ph.HE"
"139","1302.3221v1","2013-02-13 21:00:00","2013-02-13 21:00:00","Demographics of the Galaxies Hosting Short-duration Gamma-Ray Bursts","  We present observations of the afterglows and host galaxies of three
short-duration gamma-ray bursts (GRBs): 100625A, 101219A and 110112A. We find
that GRB 100625A occurred in a z=0.452 early-type galaxy with a stellar mass of
4.6e9 M_Sun and a stellar population age of 0.7 Gyr, and GRB 101219A originated
in a star-forming galaxy at z=0.718 with a stellar mass of 1.4e9 M_Sun, a star
formation rate of 16 M_Sun yr^-1, and a stellar population age of 50 Myr. We
also report the discovery of the optical afterglow of GRB 110112A, which lacks
a coincident host galaxy to i>26 mag and we cannot conclusively identify any
field galaxy as a possible host. The bursts have inferred circumburst densities
of ~1e-4-1 cm^-3, and isotropic-equivalent gamma-ray and kinetic energies of
1e50-1e51 erg. These events highlight the diversity of galaxies that host short
GRBs. To quantify this diversity, we use the sample of 36 Swift short GRBs with
robust associations to an environment (~1/2 of 68 short bursts detected by
Swift to May 2012) and classify them as follows: late-type (50%), early-type
(15%), inconclusive (20%), and host-less (lacking a coincident host galaxy to
limits of >26 mag; 15%). To find likely ranges for the true late- and
early-type fractions, we assign each of the host-less bursts to the late- or
early-type category using probabilistic arguments, and consider the scenario
that all hosts in the inconclusive category are early-type galaxies to set an
upper bound on the early-type fraction. The most likely ranges for the late-
and early-type fractions are ~60-80% and ~20-40%, respectively. We find no
clear trend between gamma-ray duration and host type, and no change to the
fractions when excluding events recently claimed as possible contaminants from
the long GRB/collapsar population. Our reported demographics are consistent
with a short GRB rate driven by both stellar mass and star formation.
","Wen-fai Fong|Edo Berger|Ryan Chornock|Raffaella Margutti|Andrew J. Levan|Nial R. Tanvir|Rachel L. Tunnicliffe|Ian Czekala|Derek B. Fox|Daniel A. Perley|S. Bradley Cenko|B. Ashley Zauderer|Tanmoy Laskar|S. Eric Persson|Andrew J. Monson|Daniel D. Kelson|Christoph Birk|David Murphy|Mathieu Servillat|Guillem Anglada","","http://arxiv.org/abs/1302.3221v1","http://arxiv.org/pdf/1302.3221v1","http://dx.doi.org/10.1088/0004-637X/769/1/56","Submitted to ApJ; emulateapj style; 17 pages, 4 tables, 16 figures","","10.1088/0004-637X/769/1/56","astro-ph.HE","astro-ph.HE"
"140","1305.3287v1","2013-05-14 20:16:00","2013-05-14 20:16:00","Photospheric emission throughout GRB 100507 detected by Fermi","  Gamma ray bursts with blackbody spectra are only a few and in most cases this
spectral component is accompanied by a dominating non-thermal one. Only four
bursts detected by Batse have a pure blackbody spectrum throughout their
duration. We present the new case of GRB 100507 detected by the Gamma Burst
Monitor on board the Fermi satellite. GRB 100507 has a blackbody spectrum for
the entire duration (~30 s) of the prompt emission. The blackbody temperature
varies between 25 and 40 keV. The flux varies between 1e-7 and 4e-7 erg/cm2 s.
There is no clear evidence of a correlation between the temperature and the
blackbody flux. If the thermal emission in GRB 100507 is due to the fireballs
becoming transparent, we can estimate the radius R_T and bulk Lorentz factor
Gamma_T corresponding to this transition and the radius R_0 where the fireballs
are created. We compare these parameters with those derived for the other four
bursts with a pure blackbody spectrum. In all but one burst, for fiducial
assumptions on the radiative efficiency and distance of the sources,
R_0~1e9-1e10 cm, i.e. much larger than the gravitational radius of a few solar
mass black hole. Possible solutions of this apparent inconsistency are
tentatively discussed considering the dependence of R_0 on the unknown
parameters. Alternatively, such a large R_0 could be where the fireball, still
opaque, converts most of its kinetic energy into internal energy (due to the
impact with some material left over by the progenitor star) and starts to
re-accelerate.
","G. Ghirlanda|A. Pescalli|G. Ghisellini","INAF-Osservatorio Astronomico di Brera|Dipartimento di Fisica G. Occhialini, Universita' Milano Bicocca|INAF-Osservatorio Astronomico di Brera","http://arxiv.org/abs/1305.3287v1","http://arxiv.org/pdf/1305.3287v1","http://dx.doi.org/10.1093/mnras/stt681","8 pages, 8 figures, 1 table. Accepted for publication in MNRAS","","10.1093/mnras/stt681","astro-ph.HE","astro-ph.HE"
"141","1306.4585v3","2013-06-19 15:31:52","2013-08-25 11:28:36","GRB 081007 and GRB 090424: the surrounding medium, outflows and
  supernovae","  We discuss the results of the analysis of multi-wavelength data for the
afterglows of GRB 081007 and GRB 090424, two bursts detected by Swift. One of
them, GRB 081007, also shows a spectroscopically confirmed supernova, SN
2008hw, which resembles SN 1998bw in its absorption features, while the maximum
luminosity is only about half as large as that of SN 1998bw. Bright optical
flashes have been detected in both events, which allows us to derive solid
constraints on the circumburst-matter density profile. This is particularly
interesting in the case of GRB 081007, whose afterglow is found to be
propagating into a constant-density medium, yielding yet another example of a
GRB clearly associated with a massive star progenitor which did not sculpt the
surroundings with its stellar wind. There is no supernova component detected in
the afterglow of GRB 090424, likely due to the brightness of the host galaxy,
comparable to the Milky Way. We show that the afterglow data are consistent
with the presence of both forward- and reverse-shock emission powered by
relativistic outflows expanding into the interstellar medium. The absence of
optical peaks due to the forward shock strongly suggests that the reverse shock
regions should be mildly magnetized. The initial Lorentz factor of outflow of
GRB 081007 is estimated to be \Gamma ~ 200, while for GRB 090424 a lower limit
of \Gamma > 170 is derived. We also discuss the prompt emission of GRB 081007,
which consists of just a single pulse. We argue that neither the external
forward-shock model nor the shock-breakout model can account for the prompt
emission data and suggest that the single-pulse-like prompt emission may be due
to magnetic energy dissipation of a Poynting-flux dominated outflow or to a
dissipative photosphere.
","Zhi-Ping Jin|Stefano Covino|Massimo Della Valle|Patrizia Ferrero|Dino Fugazza|Daniele Malesani|Andrea Melandri|Elena Pian|Ruben Salvaterra|David Bersier|Sergio Campana|Zach Cano|Alberto J. Castro-Tirado|Paolo D'Avanzo|Johan P. U. Fynbo|Andreja Gomboc|Javier Gorosabel|Cristiano Guidorzi|Joshua B. Haislip|Jens Hjorth|Shiho Kobayashi|Aaron P. LaCluyze|Gianni Marconi|Paolo A. Mazzali|Carole G. Mundell|Silvia Piranomonte|Daniel E. Reichart|Rubén Sánchez-Ramírez|Robert J. Smith|Iain A. Steele|Gianpiero Tagliaferri|Nial R. Tanvir|Stefano Valenti|Susanna D. Vergani|Thomas Vestrand|Emma S. Walker|Przemyslaw Wozniak","","http://arxiv.org/abs/1306.4585v3","http://arxiv.org/pdf/1306.4585v3","http://dx.doi.org/10.1088/0004-637X/774/2/114","15 pages, 8 figures, accepted for publication in the Astrophysical
  Journal","Astrophys. Journ. 774 (2013) 114","10.1088/0004-637X/774/2/114","astro-ph.HE","astro-ph.HE"
"142","1307.2988v1","2013-07-11 06:32:06","2013-07-11 06:32:06","Large Size Telescope camera support structures for the Cherenkov
  Telescope Array","  The design of the camera support structures for the Cherenkov Telescope Array
(CTA) Large Size Telescopes (LSTs) is based on an elliptical arch geometry
reinforced along its orthogonal projection by two symmetric sets of stabilizing
ropes. The main requirements in terms of minimal camera displacement, minimal
weight, minimal shadowing on the telescope mirror, maximal strength of the
structures and fast dynamical stabilization have led to the application of
Carbon Fibre Plastic Reinforced (CFPR) technologies. This work presents the
design, static and dynamic performance of the telescope fulfilling critical
specifications for the major scientific objectives of the CTA LST, e.g. Gamma
Ray Burst detection.
","G. Deleglise|N. Geffroy|G. Lamanna","for the Cherenkov Telescope Array Consortium|for the Cherenkov Telescope Array Consortium|for the Cherenkov Telescope Array Consortium","http://arxiv.org/abs/1307.2988v1","http://arxiv.org/pdf/1307.2988v1","","In Proceedings of the 33rd International Cosmic Ray Conference
  (ICRC2013), Rio de Janeiro (Brazil). All CTA contributions at arXiv:1307.2232","","","astro-ph.IM","astro-ph.IM"
"143","1309.1015v1","2013-09-04 12:56:51","2013-09-04 12:56:51","Statistical analysis of the prompt and afterglow emission of the three
  groups of gamma-ray bursts","  We investigated the main prompt and afterglow emission parameters of
gamma-ray bursts detected by the Burst Alert Telescope (BAT) and X-Ray
Telescope installed on the Swift satellite. Our aim was to look for differences
or connections between the different types of gamma-ray bursts, so we compared
the BAT fluences, 1-sec peak photon fluxes, photon indices, XRT early fluxes,
initial temporal decay and spectral indices. We found that there might be a
connection between the XRT initial decay index and XRT early flux/BAT photon
index. Using statistical tools we also determined that beside the duration and
hardness ratios, the means of the \gamma- and X-ray--fluences and the
\gamma-ray photon index differ significantly between the three types of bursts.
","J. Kóbori|Z. Bagoly|L. G. Balázs|I. Horváth","","http://arxiv.org/abs/1309.1015v1","http://arxiv.org/pdf/1309.1015v1","","7th Huntsville Gamma-Ray Burst Symposium, GRB 2013: paper 27 in eConf
  Proceedings C1304143","","","astro-ph.HE","astro-ph.HE"
"144","1309.2825v2","2013-09-11 13:51:35","2013-09-12 08:57:55","A search for pulsations in short gamma-ray bursts to constrain their
  progenitors","  We searched for periodic and quasiperiodic signal in the prompt emission of a
sample of 44 bright short gamma-ray bursts detected with Fermi/GBM, Swift/BAT,
and CGRO/BATSE. The aim was to look for the observational signature of
quasiperiodic jet precession which is expected from black hole-neutron star
mergers, but not from double neutron star systems. Thus, this kind of search
holds the key to identify the progenitor systems of short GRBs and, in the wait
for gravitational wave detection, represents the only direct way to constrain
the progenitors. We tailored our search to the nature of the expected signal by
properly stretching the observed light curves by an increasing factor with
time, after calibrating the technique on synthetic curves. In none of the GRBs
of our sample we found evidence for periodic or quasiperiodic signals. In
particular, for the 7 unambiguously short GRBs with best S/N we obtained
significant upper limits to the amplitude of the possible oscillations. This
result suggests that BH-NS systems do not dominate the population of short GRB
progenitors as described by the kinematic model of Stone, Loeb, & Berger
(2013).
","S. Dichiara|C. Guidorzi|F. Frontera|L. Amati","University of Ferrara|University of Ferrara|University of Ferrara|INAF-IASFBo","http://arxiv.org/abs/1309.2825v2","http://arxiv.org/pdf/1309.2825v2","http://dx.doi.org/10.1088/0004-637X/777/2/132","7 pages, 5 figures, accepted to ApJ, added references","","10.1088/0004-637X/777/2/132","astro-ph.HE","astro-ph.HE"
"145","1310.0313v2","2013-10-01 14:16:24","2013-10-14 16:40:36","GRB 091024A and the nature of ultra-long gamma-ray bursts","  We present a broadband study of gamma-ray burst (GRB) 091024A within the
context of other ultra-long-duration GRBs. An unusually long burst detected by
Konus-Wind, Swift, and Fermi, GRB 091024A has prompt emission episodes covering
~1300 s, accompanied by bright and highly structured optical emission captured
by various rapid-response facilities, including the 2-m autonomous robotic
Faulkes North and Liverpool Telescopes, KAIT, S-LOTIS, and SRO. We also
observed the burst with 8- and 10-m class telescopes and determine the redshift
to be z = 1.0924 \pm 0.0004. We find no correlation between the optical and
gamma-ray peaks and interpret the optical light curve as being of external
origin, caused by the reverse and forward shock of a highly magnetized jet (R_B
~ 100-200). Low-level emission is detected throughout the near-background
quiescent period between the first two emission episodes of the Konus-Wind
data, suggesting continued central-engine activity; we discuss the implications
of this ongoing emission and its impact on the afterglow evolution and
predictions. We summarize the varied sample of historical GRBs with
exceptionally long durations in gamma-rays (>~ 1000 s) and discuss the
likelihood of these events being from a separate population; we suggest
ultra-long GRBs represent the tail of the duration distribution of the long GRB
population.
","F. J. Virgili|C. G. Mundell|V. Pal'shin|C. Guidorzi|R. Margutti|A. Melandri|R. Harrison|S. Kobayashi|R. Chornock|A. Henden|A. C. Updike|S. B. Cenko|N. R. Tanvir|I. A. Steele|A. Cucchiara|A. Gomboc|A. Levan|Z. Cano|C. J. Mottram|N. R. Clay|D. Bersier|D. Kopac|J. Japelj|A. V. Filippenko|W. Li|D. Svinkin|S. Golenetskii|D. H. Hartmann|P. A. Milne|G. Williams|P. T. O'Brien|D. B. Fox|E. Berger","","http://arxiv.org/abs/1310.0313v2","http://arxiv.org/pdf/1310.0313v2","http://dx.doi.org/10.1088/0004-637X/778/1/54","Updated abstract, acknowledgements. Accepted for publication in ApJ;
  21 pages, 10 figures, 6 tables","","10.1088/0004-637X/778/1/54","astro-ph.HE","astro-ph.HE"
"146","1401.1795v3","2014-01-08 20:00:50","2014-03-22 00:50:12","Physical Constraints On Fast Radio Burst","  Fast Radio Bursts (FRBs) are isolated, $\ms$ radio pulses with dispersion
measure (DM) of order $10^3\DMunit$. Galactic candidates for the DM of high
latitude bursts detected at $\GHz$ frequencies are easily dismissed. DM from
bursts emitted in stellar coronas are limited by free-free absorption and those
from HII regions are bounded by the nondetection of associated free-free
emission at radio wavelengths. Thus, if astronomical, FRBs are probably
extra-galactic. FRB 110220 has a scattering tail of $\sim 5.6\pm 0.1 \ms$. If
the electron density fluctuations arise from a turbulent cascade, the
scattering is unlikely to be due to propagation through the diffuse
intergalactic plasma. A more plausible explanation is that this burst sits in
the central region of its host galaxy. Pulse durations of order $\ms$ constrain
the sizes of FRB sources implying high brightness temperatures that indicates
coherent emission. Electric fields near FRBs at cosmological distances would be
so strong that they could accelerate free electrons from rest to relativistic
energies in a single wave period.
","Jing Luan|Peter Goldreich","","http://arxiv.org/abs/1401.1795v3","http://arxiv.org/pdf/1401.1795v3","http://dx.doi.org/10.1088/2041-8205/785/2/L26","5 pages, accepted by ApJL","","10.1088/2041-8205/785/2/L26","astro-ph.HE","astro-ph.HE|astro-ph.CO"
"147","1404.3719v1","2014-04-14 19:59:59","2014-04-14 19:59:59","The quiescent counterpart of the peculiar X-ray burster SAX J2224.9+5421","  SAX J2224.9+5421 is an extraordinary neutron star low-mass X-ray binary.
Albeit discovered when it exhibited a ~10-s long thermonuclear X-ray burst, it
had faded to a 0.5-10 keV luminosity of Lx<8E32 (D/7.1 kpc)^2 erg/s only ~8 hr
later. It is generally assumed that neutron stars are quiescent (i.e., not
accreting) at such an intensity, raising questions about the trigger conditions
of the X-ray burst and the origin of the faint persistent emission. We report
on a ~51 ks XMM-Newton observation aimed to find clues explaining the unusual
behavior of SAX J2224.9+5421. We identify a likely counterpart that is detected
at Lx~5E31 (D/7.1 kpc)^2 erg/s (0.5-10 keV) and has a soft X-ray spectrum that
can be described by a neutron star atmosphere model with a temperature of ~50
eV. This would suggest that SAX J2224.9+5421 is a transient source that was in
quiescence during our XMM-Newton observation and experienced a very faint
(ceasing) accretion outburst at the time of the X-ray burst detection. We
consider one other potential counterpart that is detected at Lx~5E32 (D/7.1
kpc)^2 erg/s and displays an X-ray spectrum that is best described by power law
with a photon index of ~1.7. Similarly hard X-ray spectra are seen for a few
quiescent neutron stars and may be indicative of a relatively strong magnetic
field or the occurrence of low-level accretion.
","N. Degenaar|R. Wijnands|J. M. Miller","","http://arxiv.org/abs/1404.3719v1","http://arxiv.org/pdf/1404.3719v1","http://dx.doi.org/10.1088/0004-637X/787/1/67","7 pages, 2 figures, 2 tables. Accepted to ApJ","","10.1088/0004-637X/787/1/67","astro-ph.HE","astro-ph.HE"
"148","1405.0708v1","2014-05-04 15:36:51","2014-05-04 15:36:51","Spectral Structures and Their Generation Mechanisms for Solar Radio
  Type-I Bursts","  The fine spectral structures of solar radio type-I bursts were observed by
the solar radio telescope AMATERAS. The spectral characteristics, such as the
peak flux, duration, and bandwidth, of the individual burst elements were
satisfactorily detected by the highly resolved spectral data of AMATEAS with
the burst detection algorithm that is improved in this study. The peak flux of
the type-I bursts followed a power-law distribution with a spectral index of
2.9-3.3, whereas their duration and bandwidth were distributed more
exponentially. There were almost no correlations between the peak flux,
duration, and bandwidth. That means there were no similarity shapes in the
burst spectral structures. We defined the growth rate of a burst as the ratio
between its peak flux and duration. There was a strong correlation between the
growth rate and peak flux. These results suggest that the free energy of type-I
bursts that is originally generated by non-thermal electrons is modulated in
the subsequent stages of the generation of non-thermal electrons, such as
plasma wave generation, radio wave emissions, and propagation. The variation of
the time scale of the growth rate is significantly larger than that of the
coronal environments. These results can be explained by the situation that the
source region may have the inhomogeneity of an ambient plasma environment, such
as the boundary of open and closed field lines, and the superposition of entire
emitted bursts was observed by the spectrometer.
","Kazumasa Iwai|Yoshizumi Miyoshi|Satoshi Masuda|Fuminori Tsuchiya|Akira Morioka|Hiroaki Misawa","","http://arxiv.org/abs/1405.0708v1","http://arxiv.org/pdf/1405.0708v1","http://dx.doi.org/10.1088/0004-637X/789/1/4","23 pages, 8 figures, Accepted for publication in ApJ","","10.1088/0004-637X/789/1/4","astro-ph.SR","astro-ph.SR"
